benchmark,cpu_lim,mem_lim,data_size,run_no,exec_time,mem_usage,mem_util,cpu_util
image-process,16,2048,440K,10,0.2853081226348877,79.125,3.863525390625,29.27406867783985
image-process,80,2048,2.4M,1,0.7379179000854492,127.1796875,6.2099456787109375,1044.762933450329
image-process,80,2048,2.4M,2,0.6902916431427002,127.1796875,6.2099456787109375,54.32873366648391
image-process,80,2048,2.4M,3,0.6755702495574951,127.1796875,6.2099456787109375,69.83737754753892
image-process,80,2048,2.4M,4,0.6824557781219482,127.1796875,6.2099456787109375,70.64572700149337
image-process,80,2048,2.4M,5,0.7200815677642822,127.1796875,6.2099456787109375,65.21261519634128
image-process,80,2048,2.4M,6,0.690335750579834,127.1796875,6.2099456787109375,49.89332876190476
image-process,80,2048,2.4M,7,0.6887228488922119,127.1796875,6.2099456787109375,41.36791262114362
image-process,80,2048,2.4M,8,0.6884353160858154,127.1796875,6.2099456787109375,51.87640694017366
image-process,80,2048,2.4M,9,0.7237772941589355,127.1796875,6.2099456787109375,68.19585187628866
image-process,80,2048,2.4M,10,0.7432153224945068,127.28515625,6.215095520019531,77.36153785595437
